Database,Version,Table,Year,Flow,Satellite account,Unit,Region,Sector,Item,System,Level,Value
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WL,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WL,Sector,Electricity by wind,pxp,,230640.3992577694
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by Geothermal,pxp,,414794.2505673253
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by biomass and waste,pxp,,1947381.8925301044
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by coal,pxp,,25844887.873624653
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by gas,pxp,,16308483.075561289
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by hydro,pxp,,194245.65399658633
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by nuclear,pxp,,169650.6187409078
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by petroleum and other oil derivatives,pxp,,25291010.92964165
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by solar photovoltaic,pxp,,225625.3361548239
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by solar thermal,pxp,,45300.5066378577
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,WM,Sector,Electricity by wind,pxp,,265033.09923547204
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by biomass and waste,pxp,,0.0
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by coal,pxp,,24172136.281071786
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by gas,pxp,,0.0
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by hydro,pxp,,278950.72513023706
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by nuclear,pxp,,171989.5143308681
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by petroleum and other oil derivatives,pxp,,5322699.761790421
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by solar photovoltaic,pxp,,68414.84622872532
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by solar thermal,pxp,,303254.06874769647
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2017,Footprint,GHG,kg/EUR,ZA,Sector,Electricity by wind,pxp,,80233.31451735759
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by biomass and waste,pxp,,6762902.6530982815
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by coal,pxp,,80.89679356667644
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by gas,pxp,,3249569.817551129
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by hydro,pxp,,40.242435072537454
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by nuclear,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by petroleum and other oil derivatives,pxp,,444162.1857473132
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by solar photovoltaic,pxp,,4.697045107233953
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AT,Sector,Electricity by wind,pxp,,46501.67342048039
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by biomass and waste,pxp,,39040.00973254763
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by coal,pxp,,23536932.033823498
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by gas,pxp,,4840837.068964024
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by hydro,pxp,,442.0260591313071
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by nuclear,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by petroleum and other oil derivatives,pxp,,4714235.479839502
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by solar photovoltaic,pxp,,75.66822961519192
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by solar thermal,pxp,,36.40673294104307
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,AU,Sector,Electricity by wind,pxp,,18005.23081026181
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by biomass and waste,pxp,,9436474.725494016
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by coal,pxp,,35145.15524665381
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by gas,pxp,,4558354.266625711
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by hydro,pxp,,50.42195059564148
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by nuclear,pxp,,3.306495423145611
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by petroleum and other oil derivatives,pxp,,4151870.848424204
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by solar photovoltaic,pxp,,31.05414373922797
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BE,Sector,Electricity by wind,pxp,,4.180277161440258
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by biomass and waste,pxp,,152920.37530519936
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by coal,pxp,,7243457.8910037745
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by gas,pxp,,699324.3011951167
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by hydro,pxp,,98.21278663722538
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by nuclear,pxp,,27.489321418178413
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by petroleum and other oil derivatives,pxp,,1688422.4070945769
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by solar photovoltaic,pxp,,17.025844937212963
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BG,Sector,Electricity by wind,pxp,,33.5669850666257
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by biomass and waste,pxp,,26344.41418098525
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by coal,pxp,,8866078.580151146
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by gas,pxp,,4188720.995887648
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by hydro,pxp,,57.10293392802249
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by nuclear,pxp,,5.559228714126889
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by petroleum and other oil derivatives,pxp,,5785183.508398442
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by solar photovoltaic,pxp,,322.732853088895
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,BR,Sector,Electricity by wind,pxp,,0.0478926962986021
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by biomass and waste,pxp,,4657021.197673963
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by coal,pxp,,18291072.94255795
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by gas,pxp,,11310096.04274659
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by hydro,pxp,,14568.26688950882
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by nuclear,pxp,,7668.860225905615
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by petroleum and other oil derivatives,pxp,,26631624.006082226
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by solar photovoltaic,pxp,,7657.714681108268
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CA,Sector,Electricity by wind,pxp,,7993.928538708542
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by biomass and waste,pxp,,1817500.347553939
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by coal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by gas,pxp,,1772847.8642893382
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by hydro,pxp,,510.99176540675336
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by nuclear,pxp,,122.74906991996572
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by petroleum and other oil derivatives,pxp,,1020328.529634398
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by solar photovoltaic,pxp,,43.243206346571654
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CH,Sector,Electricity by wind,pxp,,48.13925188769487
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by biomass and waste,pxp,,611.6097208430369
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by coal,pxp,,19518541.335651025
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by gas,pxp,,7084238.412133569
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by hydro,pxp,,1374.8519720467398
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by nuclear,pxp,,251.6541639812807
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by petroleum and other oil derivatives,pxp,,4151595.0394977834
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by solar photovoltaic,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by solar thermal,pxp,,102.74206655001905
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,"Electricity by tide, wave, ocean",pxp,,30.70412436418154
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CN,Sector,Electricity by wind,pxp,,176.41473907116796
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by biomass and waste,pxp,,2619.208800132013
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by coal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by gas,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by hydro,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by nuclear,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by petroleum and other oil derivatives,pxp,,5062099.742146051
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by solar photovoltaic,pxp,,1.7412860300175996e-08
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CY,Sector,Electricity by wind,pxp,,0.0001806876190203
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by biomass and waste,pxp,,234456.4663474991
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by coal,pxp,,30124208.60551221
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by gas,pxp,,8512266.20050902
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by hydro,pxp,,3258.28152709372
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by nuclear,pxp,,2853.186620239773
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by petroleum and other oil derivatives,pxp,,3170331.5672388105
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by solar photovoltaic,pxp,,11.78329802061626
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,CZ,Sector,Electricity by wind,pxp,,2922.8274554806785
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by Geothermal,pxp,,42.93890926530221
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by biomass and waste,pxp,,2309366.16831959
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by coal,pxp,,15233350.30022864
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by gas,pxp,,2414320.2504001535
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by hydro,pxp,,2236.3828408105014
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by nuclear,pxp,,1650.6787372401504
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by petroleum and other oil derivatives,pxp,,2062469.3484271627
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by solar photovoltaic,pxp,,1744.5426488423088
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DE,Sector,Electricity by wind,pxp,,1741.868758615013
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by biomass and waste,pxp,,12831059.61718859
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by coal,pxp,,68848024.03444439
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by gas,pxp,,9742306.618241653
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by hydro,pxp,,955.7648902016124
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by nuclear,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by petroleum and other oil derivatives,pxp,,11232491.64385092
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by solar photovoltaic,pxp,,1147.5015520821537
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,DK,Sector,Electricity by wind,pxp,,953.468558712122
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by biomass and waste,pxp,,3468199.610923071
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by coal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by gas,pxp,,1439664.1988182485
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by hydro,pxp,,633.5987423664822
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by nuclear,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by petroleum and other oil derivatives,pxp,,5927228.291612605
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by solar photovoltaic,pxp,,1.686657675671143
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,EE,Sector,Electricity by wind,pxp,,497.31695455096417
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by biomass and waste,pxp,,1167494.456871633
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by coal,pxp,,17921526.760508724
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by gas,pxp,,5825739.3622189015
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by hydro,pxp,,1094.3017320643387
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by nuclear,pxp,,849.9499770391931
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by petroleum and other oil derivatives,pxp,,7259619.310734332
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by solar photovoltaic,pxp,,734.7145388896888
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by solar thermal,pxp,,148174.07738214196
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,"Electricity by tide, wave, ocean",pxp,,12.50413386282817
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,ES,Sector,Electricity by wind,pxp,,761.8090519276934
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by biomass and waste,pxp,,929188.4173436254
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by coal,pxp,,16764840.724885372
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by gas,pxp,,795635.0321962408
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by hydro,pxp,,341.37559688154784
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by nuclear,pxp,,227.4133830774221
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by petroleum and other oil derivatives,pxp,,1743952.2533567145
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by solar photovoltaic,pxp,,125.67833723911838
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,"Electricity by tide, wave, ocean",pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FI,Sector,Electricity by wind,pxp,,205.6387689561439
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by Geothermal,pxp,,0.4662115422151565
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by biomass and waste,pxp,,598874.2909359795
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by coal,pxp,,10146819.495759394
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by gas,pxp,,4695393.606389548
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by hydro,pxp,,23.79881818610156
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by nuclear,pxp,,9.71457146359189
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by petroleum and other oil derivatives,pxp,,7951292.8786837375
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by solar photovoltaic,pxp,,0.3703856986063326
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by solar thermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,"Electricity by tide, wave, ocean",pxp,,96.94376472003
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,FR,Sector,Electricity by wind,pxp,,4.7641425432887
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,GB,Sector,Electricity by Geothermal,pxp,,0.0
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,GB,Sector,Electricity by biomass and waste,pxp,,6058450.755182943
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,GB,Sector,Electricity by coal,pxp,,28729297.061842132
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,GB,Sector,Electricity by gas,pxp,,11724575.05999613
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,GB,Sector,Electricity by hydro,pxp,,86.58772436047845
EXIOBASE,3.10.1,IOT,2022,Intensity,GHG,kg/EUR,GB,Sector,Electricity by nuclear,pxp,,61.662932111778986
